Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-01-11,06:57:05,PNQ7459138,Completed,CID6983131,Go Mini,Magarpatta,Swargate,6.4,12.2,,,,,,,188.0,8.71,3.4,3.8,Cash
2024-06-09,16:55:04,PNQ9934326,Cancelled by Customer,CID3232819,Go Mini,Balewadi,Airport Road,,,1.0,Change of plans,,,,,,,,,
2024-07-27,20:42:42,PNQ9855537,Cancelled by Driver,CID8298095,Go Sedan,Dhanori,Swargate,,,,,1.0,Customer not reachable,,,,,,,
2024-02-16,12:53:46,PNQ8835476,Completed,CID6826342,Auto,Katraj,Wakad,5.1,22.3,,,,,,,295.0,17.63,3.9,4.5,Ola Money
2024-03-12,09:36:47,PNQ9636027,Completed,CID7115519,Bike,Wakad,Deccan Gymkhana,2.6,23.5,,,,,,,195.0,15.05,4.6,4.4,Ola Money
2024-09-13,21:33:42,PNQ6269976,Completed,CID6578822,Auto,Undri,Koregaon Park,10.8,29.4,,,,,,,198.0,7.38,4.0,5.0,Debit Card
2024-10-24,21:59:33,PNQ1430861,Completed,CID8450994,Auto,Nigdi,Pune Station,3.4,14.2,,,,,,,276.0,19.35,4.3,4.8,UPI
2024-05-08,14:05:15,PNQ4177325,Completed,CID6684892,Go Mini,Balewadi,Swargate,7.8,11.8,,,,,,,219.0,11.73,4.2,3.5,UPI
2024-11-03,07:51:20,PNQ2686104,Completed,CID8449428,Go Mini,Hinjewadi Phase 3,Nigdi,8.3,38.2,,,,,,,217.0,9.34,3.8,4.2,UPI
2024-06-17,19:47:24,PNQ3386374,Completed,CID7841065,Go Sedan,Dhanori,Hinjewadi Phase 1,2.0,0.9,,,,,,,504.0,17.9,4.9,4.3,UPI
2024-04-30,21:13:09,PNQ8727693,Cancelled by Customer,CID9621816,Bike,Hinjewadi Phase 1,Wagholi,,,1.0,Got another ride,,,,,,,,,
2024-02-24,08:17:28,PNQ9119259,No Driver Found,CID3057780,Auto,Vishrantwadi,Undri,,,,,,,,,,,,,
2024-07-28,09:37:03,PNQ1623816,Completed,CID2860368,Go Sedan,Wagholi,Magarpatta,2.6,18.6,,,,,,,210.0,5.99,4.1,4.4,UPI
2024-09-08,14:44:07,PNQ6642939,Cancelled by Customer,CID3729528,Prime Sedan,Wakad,Aundh,,,1.0,Change of plans,,,,,,,,,
2024-06-11,15:30:43,PNQ4206123,No Driver Found,CID1130075,Go Mini,Koregaon Park,Balewadi,,,,,,,,,,,,,
2024-05-06,22:56:50,PNQ9381416,Completed,CID1608338,Bike,Hinjewadi Phase 2,NIBM Road,2.1,11.8,,,,,,,292.0,23.08,3.4,4.1,Cash
2024-03-15,11:45:23,PNQ6584806,Cancelled by Driver,CID7001588,Auto,Lohegaon,Wagholi,,,,,1.0,Vehicle breakdown,,,,,,,
2024-06-06,02:57:38,PNQ2272607,Completed,CID8036005,Go Mini,Hinjewadi Phase 3,Airport Road,3.0,4.7,,,,,,,435.0,21.33,4.2,3.6,Cash
2024-01-18,19:42:51,PNQ9507120,Completed,CID6379424,Go Sedan,Hadapsar,Pune Station,2.1,19.4,,,,,,,220.0,8.78,4.6,4.4,Credit Card
2024-01-28,17:50:42,PNQ6718874,Completed,CID6310498,Auto,Nigdi,NIBM Road,21.2,17.0,,,,,,,470.0,21.34,3.9,4.3,Cash
2024-05-02,09:24:19,PNQ4561255,Completed,CID6803886,Auto,Akurdi,Wagholi,3.3,34.4,,,,,,,549.0,21.85,4.2,3.9,Ola Money
2024-11-23,21:23:57,PNQ5222919,Completed,CID5090716,Auto,Kharadi,Akurdi,0.1,12.6,,,,,,,340.0,22.63,4.1,4.1,UPI
2024-12-16,07:55:15,PNQ4028462,Cancelled by Driver,CID1816009,Bike,NIBM Road,Balewadi,,,,,1.0,Vehicle breakdown,,,,,,,
2024-08-14,11:58:25,PNQ8575349,Completed,CID5228491,Auto,Koregaon Park,Chinchwad,2.9,9.3,,,,,,,267.0,15.11,3.8,4.2,UPI
2024-05-10,10:59:52,PNQ1903147,Completed,CID1342385,Go Mini,Kharadi,Viman Nagar,6.9,9.6,,,,,,,179.0,5.4,3.5,4.5,UPI
2024-04-30,10:55:56,PNQ4856853,Cancelled by Driver,CID9089499,Bike,Magarpatta,Undri,,,,,1.0,Customer cancelled trip,,,,,,,
2024-03-23,20:40:20,PNQ8760216,Completed,CID5666530,Auto,Dhanori,Pune Station,9.7,12.2,,,,,,,183.0,8.31,3.5,4.7,Credit Card
2024-11-25,12:02:17,PNQ9281598,Completed,CID4342184,Bike,Kothrud,Nigdi,7.4,19.7,,,,,,,207.0,17.34,4.2,3.7,UPI
2024-02-11,19:31:30,PNQ4406855,Completed,CID4421900,Go Mini,Wagholi,Deccan Gymkhana,9.9,7.7,,,,,,,474.0,16.35,5.0,3.7,Cash
2024-07-30,21:21:45,PNQ4892675,Cancelled by Driver,CID9905465,Go Mini,Kalyani Nagar,Kharadi,,,,,1.0,Traffic too heavy,,,,,,,
2024-08-04,19:52:06,PNQ9620082,Completed,CID8694706,Go Mini,Nigdi,Pune Station,3.3,27.2,,,,,,,437.0,17.46,4.2,4.5,UPI
2024-03-23,17:32:04,PNQ1053841,Completed,CID3648583,Bike,Hadapsar,Lohegaon,2.0,14.5,,,,,,,215.0,11.81,4.2,3.8,Cash
2024-06-29,12:46:52,PNQ1512169,Completed,CID8539399,Bike,Lohegaon,Baner,4.7,12.1,,,,,,,151.0,16.0,3.6,5.0,Credit Card
2024-10-07,17:29:44,PNQ5241058,Completed,CID1161845,Auto,Swargate,Aundh,3.9,8.9,,,,,,,155.0,7.67,3.9,3.8,Debit Card
2024-01-15,18:41:41,PNQ2516667,Completed,CID8976045,Go Sedan,Kothrud,Swargate,1.0,1.7,,,,,,,189.0,5.22,4.3,4.0,Cash
2024-04-04,16:50:41,PNQ5298152,Cancelled by Driver,CID7064205,Auto,Koregaon Park,Vishrantwadi,,,,,1.0,Traffic too heavy,,,,,,,
2024-03-10,00:12:40,PNQ4249747,Completed,CID4600505,Go Sedan,Dhanori,Baner,5.4,25.6,,,,,,,254.0,13.63,4.0,3.8,Credit Card
2024-06-05,10:05:07,PNQ3768019,Completed,CID4812285,Bike,Kalyani Nagar,Airport Road,1.3,19.4,,,,,,,155.0,5.48,3.7,4.5,Ola Money
2024-03-21,09:45:49,PNQ8010183,Completed,CID6905347,Go Mini,NIBM Road,Katraj,1.0,5.0,,,,,,,85.0,3.66,3.7,4.2,Cash
2024-11-28,18:54:38,PNQ6241542,No Driver Found,CID3954586,Prime Sedan,Katraj,Kalyani Nagar,,,,,,,,,,,,,
2024-12-17,12:20:28,PNQ6046602,Cancelled by Driver,CID5798530,Go Mini,Aundh,Dhanori,,,,,1.0,Traffic too heavy,,,,,,,
2024-09-01,19:08:16,PNQ3066440,Cancelled by Customer,CID3805539,Prime Sedan,Hinjewadi Phase 3,Hinjewadi Phase 1,,,1.0,Driver was too far,,,,,,,,,
2024-03-29,17:52:20,PNQ1133552,Completed,CID4271010,Go Mini,Lohegaon,Aundh,19.8,19.6,,,,,,,271.0,9.67,4.0,4.3,UPI
2024-05-24,08:26:23,PNQ5429633,Cancelled by Customer,CID6027652,Bike,Kharadi,Shivajinagar,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-04-03,12:24:53,PNQ3236451,Cancelled by Driver,CID5205065,Prime Sedan,Swargate,Hadapsar,,,,,1.0,Vehicle breakdown,,,,,,,
2024-10-19,09:01:59,PNQ4443410,Completed,CID3172621,Go Sedan,Akurdi,Lohegaon,4.4,15.1,,,,,,,378.0,13.78,4.4,4.1,Cash
2024-10-12,16:40:14,PNQ3366549,No Driver Found,CID5142398,Bike,Wagholi,Wakad,,,,,,,,,,,,,
2024-02-15,22:12:16,PNQ1235479,Completed,CID3523247,Go Sedan,Vishrantwadi,Nigdi,1.9,25.4,,,,,,,286.0,14.65,3.8,4.5,UPI
2024-12-25,19:03:25,PNQ1563008,Completed,CID1211146,Go Mini,Hinjewadi Phase 3,Vishrantwadi,10.9,13.7,,,,,,,392.0,16.32,4.0,4.5,UPI
2024-11-12,12:16:09,PNQ7488421,Cancelled by Customer,CID2627036,Bike,Katraj,Kothrud,,,1.0,Driver asked to cancel,,,,,,,,,
2024-02-15,21:10:36,PNQ7111452,Cancelled by Customer,CID8910213,Prime Sedan,Kalyani Nagar,Koregaon Park,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-03-01,01:33:27,PNQ7293912,Completed,CID2048717,Bike,Koregaon Park,Hadapsar,5.4,3.1,,,,,,,50.0,3.51,4.1,4.3,Ola Money
2024-08-20,19:31:07,PNQ3920369,Completed,CID1615493,Auto,Nigdi,NIBM Road,8.2,11.3,,,,,,,600.0,24.1,4.3,5.0,UPI
2024-04-24,17:12:55,PNQ4187234,Completed,CID7652668,Bike,Airport Road,NIBM Road,5.3,9.7,,,,,,,130.0,9.55,4.4,4.6,Cash
2024-05-16,09:31:24,PNQ4744654,Completed,CID4377548,Auto,Kalyani Nagar,Aundh,3.4,12.6,,,,,,,234.0,11.23,4.3,4.4,UPI
2024-03-07,12:13:38,PNQ5354340,Completed,CID9166935,Auto,Aundh,Undri,7.8,7.7,,,,,,,214.0,13.48,4.9,4.2,UPI
2024-04-20,23:18:46,PNQ9151101,No Driver Found,CID9809643,Prime Sedan,Hadapsar,Akurdi,,,,,,,,,,,,,
2024-12-12,08:11:26,PNQ9789234,Completed,CID2269515,Bike,Airport Road,Magarpatta,2.7,20.8,,,,,,,128.0,7.36,4.4,4.2,UPI
2024-03-15,03:16:15,PNQ2123516,Completed,CID3050044,Auto,Kharadi,Aundh,11.5,17.7,,,,,,,245.0,14.59,4.8,4.7,Credit Card
2024-11-12,13:15:23,PNQ4842459,Completed,CID8233905,Auto,Katraj,Viman Nagar,1.0,22.6,,,,,,,367.0,16.29,4.8,5.0,Cash
2024-10-25,17:29:05,PNQ6005783,No Driver Found,CID9760372,Auto,Baner,Airport Road,,,,,,,,,,,,,
2024-01-06,13:55:20,PNQ3805497,Completed,CID5072469,Auto,Deccan Gymkhana,Katraj,13.1,11.7,,,,,,,145.0,9.35,4.4,4.2,Ola Money
2024-12-20,12:13:45,PNQ2564615,Cancelled by Driver,CID4539164,Bike,Wakad,Wagholi,,,,,1.0,Customer not reachable,,,,,,,
2024-07-15,17:47:38,PNQ2067091,Completed,CID6763874,Go Mini,Magarpatta,Pimpri,16.4,11.0,,,,,,,519.0,20.62,4.3,4.4,UPI
2024-05-11,06:35:03,PNQ5776899,Cancelled by Driver,CID5369823,Go Mini,Nigdi,Aundh,,,,,1.0,Customer cancelled trip,,,,,,,
2024-01-27,10:15:30,PNQ8347741,Completed,CID4203556,Auto,Wagholi,Balewadi,4.4,31.3,,,,,,,442.0,22.77,4.6,4.5,Cash
2024-06-30,23:42:51,PNQ5742281,No Driver Found,CID5648504,Go Sedan,Pimpri,Kothrud,,,,,,,,,,,,,
2024-11-02,17:51:02,PNQ7656851,Completed,CID6590165,Auto,Pimpri,NIBM Road,3.1,37.3,,,,,,,341.0,14.69,4.4,4.2,Credit Card
2024-01-03,09:39:24,PNQ8863674,Completed,CID9374728,Go Mini,Swargate,Hinjewadi Phase 1,2.3,26.0,,,,,,,341.0,14.15,4.3,4.6,Cash
2024-06-03,22:42:23,PNQ6282227,No Driver Found,CID2305215,Prime Sedan,Swargate,Hinjewadi Phase 2,,,,,,,,,,,,,
2024-03-08,22:35:02,PNQ9159389,Completed,CID3242125,Go Mini,Hinjewadi Phase 2,Shivajinagar,3.5,27.1,,,,,,,290.0,15.44,4.2,4.5,UPI
2024-10-24,08:10:32,PNQ4681872,No Driver Found,CID5778616,Auto,Akurdi,Chinchwad,,,,,,,,,,,,,
2024-09-09,21:56:29,PNQ3834832,Cancelled by Customer,CID1929622,Auto,Kothrud,Deccan Gymkhana,,,1.0,Driver was too far,,,,,,,,,
2024-03-08,07:45:33,PNQ6313383,Completed,CID4659760,Auto,Pune Station,Koregaon Park,11.6,15.4,,,,,,,54.0,2.86,3.8,4.7,UPI
2024-08-09,07:07:20,PNQ2419137,No Driver Found,CID9510415,Bike,Viman Nagar,Deccan Gymkhana,,,,,,,,,,,,,
2024-01-23,22:31:55,PNQ5199529,Cancelled by Driver,CID5410146,Bike,Hadapsar,Koregaon Park,,,,,1.0,Traffic too heavy,,,,,,,
2024-05-23,18:59:27,PNQ2828767,Cancelled by Driver,CID2041867,Auto,Kothrud,Viman Nagar,,,,,1.0,Vehicle breakdown,,,,,,,
2024-05-24,20:16:39,PNQ6593023,Completed,CID7175825,Go Mini,Swargate,Hadapsar,2.4,6.9,,,,,,,195.0,7.33,4.8,4.2,UPI
2024-05-15,14:27:57,PNQ8042351,Cancelled by Customer,CID9889005,Go Sedan,NIBM Road,Shivajinagar,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-03-25,10:31:48,PNQ2174090,Completed,CID8783267,Bike,Airport Road,Kalyani Nagar,2.1,12.6,,,,,,,118.0,5.73,4.8,4.5,Cash
2024-03-18,15:59:42,PNQ8657065,Completed,CID1109326,Bike,NIBM Road,Kalyani Nagar,0.9,7.0,,,,,,,140.0,7.71,4.4,4.5,UPI
2024-11-21,18:03:12,PNQ4185715,Completed,CID5222177,Auto,Kalyani Nagar,Airport Road,6.1,29.1,,,,,,,67.0,2.09,4.2,4.5,Cash
2024-03-17,06:11:02,PNQ2446110,Completed,CID2553937,Prime Sedan,Koregaon Park,Dhanori,6.6,45.8,,,,,,,241.0,7.43,3.8,4.7,UPI
2024-08-28,09:45:29,PNQ3978392,Completed,CID4330509,Bike,Wakad,Shivajinagar,2.3,12.4,,,,,,,168.0,10.07,4.4,4.8,Cash
2024-08-11,07:57:59,PNQ5694711,Cancelled by Driver,CID2911580,Auto,Pune Station,NIBM Road,,,,,1.0,Vehicle breakdown,,,,,,,
2024-09-10,05:22:45,PNQ4793814,Cancelled by Driver,CID8740365,Go Mini,Viman Nagar,Koregaon Park,,,,,1.0,Customer cancelled trip,,,,,,,
2024-10-14,13:31:07,PNQ3510470,Incomplete,CID4677004,Auto,Nigdi,Akurdi,1.3,9.8,,,,,1.0,Customer dispute,131.0,2.18,,,
2024-03-16,07:05:13,PNQ2942852,Completed,CID3178137,Go Mini,Hinjewadi Phase 1,Hadapsar,1.2,18.8,,,,,,,383.0,22.65,3.8,4.7,Cash
2024-05-25,08:10:47,PNQ8687077,Cancelled by Customer,CID4911514,Auto,Wagholi,Chinchwad,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-09-17,19:36:57,PNQ3581058,Completed,CID4223143,Auto,Wakad,Shivajinagar,4.4,9.1,,,,,,,296.0,11.25,4.0,4.7,Ola Money
2024-12-05,15:37:00,PNQ5239407,Completed,CID6480472,Bike,Deccan Gymkhana,Baner,4.6,16.2,,,,,,,90.0,6.62,3.6,4.8,Ola Money
2024-09-26,18:11:26,PNQ8947402,Cancelled by Driver,CID2708978,Auto,Kothrud,Kalyani Nagar,,,,,1.0,Traffic too heavy,,,,,,,
2024-02-09,09:31:43,PNQ7685832,Completed,CID6513297,Auto,Pune Station,Kothrud,3.4,16.7,,,,,,,67.0,3.17,4.2,4.4,Debit Card
2024-02-18,20:01:18,PNQ2915070,No Driver Found,CID1870092,Auto,Pimpri,Magarpatta,,,,,,,,,,,,,
2024-12-14,22:07:25,PNQ8758648,Completed,CID7950788,Go Mini,Undri,Vishrantwadi,6.9,6.9,,,,,,,309.0,16.95,4.5,4.1,Debit Card
2024-07-10,16:06:53,PNQ5594899,Completed,CID3355821,Auto,Akurdi,Hinjewadi Phase 3,10.6,14.0,,,,,,,159.0,7.91,4.6,4.2,UPI
2024-06-14,08:05:29,PNQ1813859,Completed,CID4170968,Bike,Deccan Gymkhana,Balewadi,1.4,33.9,,,,,,,156.0,11.31,3.8,4.7,Cash
2024-12-28,17:29:40,PNQ4832326,Completed,CID5133957,Bike,Hadapsar,Hinjewadi Phase 2,1.1,16.7,,,,,,,312.0,20.43,3.9,3.5,Cash
2024-05-17,16:00:21,PNQ6494717,Cancelled by Driver,CID6111983,Prime Sedan,Kharadi,Kalyani Nagar,,,,,1.0,Personal issue,,,,,,,
2024-01-23,16:28:20,PNQ4427554,Completed,CID5586119,Auto,Nigdi,Kothrud,2.1,5.4,,,,,,,283.0,18.79,4.5,3.8,UPI
2024-10-18,07:55:03,PNQ1627976,Completed,CID1433927,Go Sedan,Kalyani Nagar,Baner,3.5,9.7,,,,,,,278.0,14.78,4.2,4.4,UPI
2024-11-25,09:51:03,PNQ1655797,Completed,CID7104862,Prime Sedan,Koregaon Park,Magarpatta,10.3,27.8,,,,,,,117.0,2.69,5.0,4.6,Cash
2024-02-06,15:38:24,PNQ6572947,Completed,CID5099102,Auto,Magarpatta,Pune Station,1.1,30.5,,,,,,,122.0,5.3,4.1,4.8,Credit Card
2024-02-17,12:11:15,PNQ7435201,Completed,CID4934245,Go Mini,Pimpri,Kharadi,0.8,36.1,,,,,,,299.0,18.05,4.2,4.1,Credit Card
2024-07-23,07:54:13,PNQ9736106,No Driver Found,CID5077853,Auto,Pimpri,Airport Road,,,,,,,,,,,,,
2024-03-24,11:25:18,PNQ5544883,Completed,CID4297958,Prime SUV,Wagholi,Wakad,7.2,16.5,,,,,,,729.0,24.28,4.2,4.3,Ola Money
2024-11-27,18:41:09,PNQ3076757,Cancelled by Driver,CID4523878,Go Sedan,Katraj,Undri,,,,,1.0,Personal issue,,,,,,,
2024-03-02,10:51:27,PNQ8532094,Completed,CID8478529,Bike,Hinjewadi Phase 1,Magarpatta,11.0,1.1,,,,,,,313.0,22.43,4.5,4.6,Ola Money
2024-06-07,20:38:08,PNQ3618063,Completed,CID9745124,Go Mini,Shivajinagar,Hadapsar,3.2,12.6,,,,,,,180.0,7.4,4.0,5.0,Cash
2024-07-02,17:53:23,PNQ9210320,Cancelled by Driver,CID9164719,Auto,Kothrud,Kalyani Nagar,,,,,1.0,Customer not reachable,,,,,,,
2024-09-19,08:28:56,PNQ4528576,Completed,CID4430605,Go Mini,NIBM Road,Hinjewadi Phase 2,8.9,25.3,,,,,,,642.0,23.18,3.4,4.4,UPI
2024-07-17,13:36:38,PNQ5546998,Completed,CID4854715,Go Sedan,Wagholi,Baner,4.9,4.1,,,,,,,483.0,21.28,3.4,4.4,Debit Card
2024-08-04,07:27:51,PNQ1935698,Cancelled by Customer,CID6477246,Auto,Hinjewadi Phase 1,Shivajinagar,,,1.0,Driver was too far,,,,,,,,,
2024-07-07,16:27:40,PNQ7560021,Completed,CID9797239,Go Mini,Hinjewadi Phase 2,Viman Nagar,5.0,15.0,,,,,,,417.0,21.38,4.4,4.5,UPI
2024-08-06,07:32:21,PNQ9227413,Completed,CID1989800,Prime SUV,Hinjewadi Phase 1,NIBM Road,8.0,12.3,,,,,,,613.0,18.24,4.2,3.8,Credit Card
2024-08-25,17:41:43,PNQ6531710,Completed,CID6474374,Auto,Hinjewadi Phase 1,Pune Station,13.0,13.3,,,,,,,360.0,16.17,4.1,4.2,UPI
2024-03-20,21:33:40,PNQ5407554,Cancelled by Customer,CID3711161,Go Mini,Deccan Gymkhana,Hinjewadi Phase 1,,,1.0,Change of plans,,,,,,,,,
2024-11-27,14:18:29,PNQ2961842,Completed,CID9907653,Go Mini,Viman Nagar,NIBM Road,3.5,14.0,,,,,,,211.0,10.73,3.9,4.5,UPI
2024-08-11,06:51:30,PNQ4811403,Completed,CID6696580,Bike,Airport Road,Baner,2.2,10.0,,,,,,,162.0,15.27,4.2,3.6,UPI
2024-06-02,08:08:43,PNQ4054352,Completed,CID9451997,Auto,Hinjewadi Phase 1,Balewadi,10.9,13.0,,,,,,,163.0,5.39,4.0,4.2,UPI
2024-06-02,19:33:27,PNQ7440528,Incomplete,CID2137800,Go Sedan,Viman Nagar,Nigdi,5.6,2.3,,,,,1.0,Vehicle Breakdown,557.0,20.68,,,
2024-05-31,15:35:04,PNQ4253616,Completed,CID5750154,Auto,Katraj,Vishrantwadi,3.0,16.0,,,,,,,312.0,17.51,3.7,4.6,Cash
2024-01-24,14:32:27,PNQ1093743,Completed,CID9681682,Auto,Vishrantwadi,Deccan Gymkhana,3.7,27.4,,,,,,,164.0,9.39,5.0,4.7,Cash
2024-07-30,07:42:46,PNQ2724770,Completed,CID9996821,Go Mini,Pimpri,Deccan Gymkhana,6.4,36.2,,,,,,,295.0,13.11,3.9,4.7,UPI
2024-10-18,18:22:16,PNQ6367494,Cancelled by Driver,CID1202294,Go Mini,Aundh,Dhanori,,,,,1.0,Customer not reachable,,,,,,,
2024-10-26,06:32:01,PNQ1919585,Completed,CID6426892,Go Sedan,Hinjewadi Phase 2,Baner,4.5,5.4,,,,,,,192.0,7.8,4.3,4.6,UPI
2024-02-28,18:29:11,PNQ3211701,Completed,CID6608364,Auto,Wakad,Viman Nagar,5.9,5.3,,,,,,,396.0,17.56,4.4,4.7,UPI
2024-04-03,19:02:05,PNQ3206083,No Driver Found,CID2122205,Prime SUV,Aundh,Magarpatta,,,,,,,,,,,,,
2024-08-01,19:19:20,PNQ9462187,Completed,CID6871893,Auto,Vishrantwadi,Wakad,3.1,28.1,,,,,,,307.0,15.36,4.1,4.6,UPI
2024-10-27,17:48:42,PNQ4391304,Completed,CID6741274,Bike,Kalyani Nagar,Undri,4.0,6.0,,,,,,,141.0,9.28,3.7,4.5,Credit Card
2024-08-18,16:16:21,PNQ1752053,Completed,CID7887636,Go Mini,Vishrantwadi,Baner,6.6,28.4,,,,,,,181.0,8.16,3.8,4.4,Cash
2024-04-05,08:05:47,PNQ3544396,Completed,CID9189829,Go Mini,NIBM Road,Akurdi,2.9,7.0,,,,,,,478.0,21.48,3.6,4.5,UPI
2024-11-05,09:43:06,PNQ3425775,Completed,CID5599997,Prime Sedan,Koregaon Park,Shivajinagar,3.3,12.0,,,,,,,121.0,1.66,4.4,4.2,Ola Money
2024-08-10,15:00:25,PNQ2267214,Completed,CID7767389,Auto,Hinjewadi Phase 2,Akurdi,5.7,4.8,,,,,,,122.0,5.5,5.0,4.3,UPI
2024-02-29,01:41:30,PNQ4766472,No Driver Found,CID6050128,Go Sedan,Shivajinagar,Aundh,,,,,,,,,,,,,
2024-08-23,17:55:42,PNQ4470836,Completed,CID3237217,Prime SUV,Chinchwad,Akurdi,1.3,39.7,,,,,,,280.0,5.6,4.1,4.0,Cash
2024-11-04,17:19:39,PNQ8795495,Completed,CID4069168,Auto,Kharadi,Kalyani Nagar,8.9,23.6,,,,,,,161.0,4.84,3.6,4.2,UPI
2024-11-11,11:43:44,PNQ1512246,No Driver Found,CID8761190,Prime SUV,Hadapsar,Airport Road,,,,,,,,,,,,,
2024-12-11,12:19:05,PNQ5245274,Cancelled by Driver,CID4337142,Bike,Kothrud,Hinjewadi Phase 3,,,,,1.0,Customer cancelled trip,,,,,,,
2024-03-05,07:12:07,PNQ6400615,No Driver Found,CID1877693,Auto,Pune Station,Hinjewadi Phase 3,,,,,,,,,,,,,
2024-01-09,17:12:54,PNQ1696586,Cancelled by Driver,CID1624075,Auto,Lohegaon,Kalyani Nagar,,,,,1.0,Vehicle breakdown,,,,,,,
2024-01-14,08:41:09,PNQ4633583,Cancelled by Customer,CID7963855,Go Sedan,Hinjewadi Phase 3,Undri,,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-28,09:53:40,PNQ9627892,Cancelled by Customer,CID5020880,Bike,Dhanori,Viman Nagar,,,1.0,Wait time too long,,,,,,,,,
2024-10-02,08:19:49,PNQ7872944,No Driver Found,CID7567925,Prime Sedan,Wakad,Baner,,,,,,,,,,,,,
2024-08-25,08:27:01,PNQ1269682,Completed,CID5916335,Go Mini,Deccan Gymkhana,Baner,8.4,22.3,,,,,,,216.0,6.87,3.5,4.3,UPI
2024-02-29,08:09:47,PNQ9325415,Cancelled by Driver,CID8771363,Prime Sedan,Wakad,Pune Station,,,,,1.0,Traffic too heavy,,,,,,,
2024-12-25,13:31:30,PNQ3757622,Completed,CID1640143,Auto,Deccan Gymkhana,Kalyani Nagar,2.2,17.4,,,,,,,165.0,7.77,3.3,4.2,UPI
2024-01-11,19:37:15,PNQ6011825,Cancelled by Driver,CID5662099,Bike,Aundh,Hinjewadi Phase 1,,,,,1.0,Vehicle breakdown,,,,,,,
2024-04-13,10:53:53,PNQ4252371,Cancelled by Driver,CID9790306,Go Sedan,Deccan Gymkhana,Lohegaon,,,,,1.0,Traffic too heavy,,,,,,,
2024-07-19,05:00:06,PNQ1585169,Cancelled by Customer,CID9033962,Auto,NIBM Road,Aundh,,,1.0,Got another ride,,,,,,,,,
2024-11-18,19:27:26,PNQ7881397,Completed,CID2004893,Auto,Kharadi,Airport Road,5.0,1.4,,,,,,,116.0,4.12,4.4,4.1,UPI
2024-09-10,17:38:46,PNQ3340718,Completed,CID5927947,Go Mini,Kothrud,Kalyani Nagar,1.0,13.4,,,,,,,237.0,8.76,3.7,4.4,UPI
2024-10-10,23:02:31,PNQ9453151,Completed,CID3357717,Auto,Kothrud,Hinjewadi Phase 3,9.2,8.7,,,,,,,226.0,13.45,3.3,4.4,Cash
2024-07-23,13:37:46,PNQ8675078,Completed,CID9899185,Bike,NIBM Road,Hinjewadi Phase 3,2.2,5.8,,,,,,,259.0,24.27,3.7,5.0,UPI
2024-11-09,21:57:52,PNQ4149609,Cancelled by Driver,CID1752504,Prime Sedan,Wagholi,Hadapsar,,,,,1.0,Customer not reachable,,,,,,,
2024-09-06,09:03:33,PNQ5603536,Completed,CID5548395,Bike,Airport Road,Katraj,4.1,16.1,,,,,,,217.0,13.62,3.7,4.1,Cash
2024-01-10,12:20:35,PNQ6620001,Cancelled by Driver,CID2824608,Prime Sedan,Katraj,Wakad,,,,,1.0,Customer cancelled trip,,,,,,,
2024-02-02,09:41:26,PNQ3071854,Completed,CID3363965,Go Sedan,Airport Road,Viman Nagar,2.4,20.6,,,,,,,119.0,2.62,3.6,4.5,Debit Card
2024-08-30,07:39:41,PNQ3318973,Cancelled by Customer,CID5890949,Auto,Koregaon Park,Nigdi,,,1.0,Driver asked to cancel,,,,,,,,,
2024-06-26,13:27:01,PNQ7193343,Completed,CID5531669,Auto,Dhanori,Akurdi,7.2,12.0,,,,,,,281.0,15.74,3.9,4.3,UPI
2024-03-23,09:12:30,PNQ2960165,Completed,CID8430904,Prime Sedan,Aundh,Hinjewadi Phase 1,7.5,8.1,,,,,,,345.0,9.75,3.9,4.1,UPI
2024-06-25,12:32:14,PNQ8409202,Completed,CID8080010,Auto,Pune Station,Dhanori,3.2,29.5,,,,,,,176.0,8.81,4.1,3.9,UPI
2024-10-27,20:21:58,PNQ3447725,Cancelled by Driver,CID4598382,Go Sedan,Katraj,Pune Station,,,,,1.0,Customer not reachable,,,,,,,
2024-11-04,19:45:42,PNQ6635504,Completed,CID4281731,Go Sedan,Magarpatta,Pune Station,7.4,16.4,,,,,,,242.0,6.86,4.4,4.0,Credit Card
2024-08-27,07:18:46,PNQ6589426,No Driver Found,CID8639062,Bike,Baner,Kharadi,,,,,,,,,,,,,
2024-12-30,12:26:53,PNQ7436397,Completed,CID9197341,Prime Sedan,Wakad,Akurdi,1.2,22.9,,,,,,,164.0,6.23,4.3,4.2,UPI
2024-12-10,16:23:50,PNQ9375570,No Driver Found,CID5018825,Bike,Vishrantwadi,Swargate,,,,,,,,,,,,,
2024-08-29,18:54:10,PNQ5060272,Incomplete,CID9561592,Go Mini,Pimpri,Deccan Gymkhana,7.1,20.6,,,,,1.0,Route issue,392.0,13.81,,,
